fund_name,sector,start_weight_pct,end_weight_pct,start_date,end_date
Invesco MF,Banks,16.36,16.0,2026-04-01,2026-05-01
Invesco MF,Building materials,3.54,3.51,2026-04-01,2026-05-01
Invesco MF,Chemicals,1.12,1.47,2026-04-01,2026-05-01
Invesco MF,Co-Working,0.47,0.47,2026-04-01,2026-05-01
Invesco MF,Consumer Durables,2.88,2.79,2026-04-01,2026-05-01
Invesco MF,Consumer Goods,4.44,4.41,2026-04-01,2026-05-01
Invesco MF,Engineering & Capital Goods,3.68,4.17,2026-04-01,2026-05-01
Invesco MF,Financial Services,3.91,3.99,2026-04-01,2026-05-01
Invesco MF,Financial services/Insurance,8.69,8.28,2026-04-01,2026-05-01
Invesco MF,Infra/Real estate,12.38,12.41,2026-04-01,2026-05-01
Invesco MF,IT,11.33,11.16,2026-04-01,2026-05-01
Invesco MF,Metals & Mining,1.18,1.35,2026-04-01,2026-05-01
Invesco MF,Miscellaneous,3.26,3.69,2026-04-01,2026-05-01
Invesco MF,Oil/Energy,1.7,1.6,2026-04-01,2026-05-01
Invesco MF,Pharma/healthcare,13.7,13.92,2026-04-01,2026-05-01
Invesco MF,Power,0.76,0.82,2026-04-01,2026-05-01
Invesco MF,Printing & Stationery,0.01,0.01,2026-04-01,2026-05-01
Invesco MF,Quick Service Restaurant,0.48,0.44,2026-04-01,2026-05-01
Invesco MF,Telecom/Media,1.31,1.24,2026-04-01,2026-05-01
ITI MF,Aerospace & Defence,2.79,2.89,2026-04-01,2026-05-01
ITI MF,Auto & Auto Ancillaries,8.46,8.18,2026-04-01,2026-05-01
ITI MF,Banks,16.03,15.67,2026-04-01,2026-05-01
ITI MF,Building materials,2.9,2.92,2026-04-01,2026-05-01
ITI MF,Chemicals,2.77,3.02,2026-04-01,2026-05-01
ITI MF,Consumer Durables,2.94,2.73,2026-04-01,2026-05-01
ITI MF,Consumer Goods,5.64,5.71,2026-04-01,2026-05-01
ITI MF,Engineering & Capital Goods,9.88,9.81,2026-04-01,2026-05-01
ITI MF,Financial Services,3.66,3.68,2026-04-01,2026-05-01
ITI MF,Financial services/Insurance,6.99,6.86,2026-04-01,2026-05-01
ITI MF,Infra/Real estate,6.13,5.74,2026-04-01,2026-05-01
ITI MF,IT,5.68,4.86,2026-04-01,2026-05-01
ITI MF,Metals & Mining,3.28,3.53,2026-04-01,2026-05-01
ITI MF,Miscellaneous,3.64,4.06,2026-04-01,2026-05-01
ITI MF,Oil/Energy,3.3,2.78,2026-04-01,2026-05-01
ITI MF,Pharma/healthcare,11.69,13.38,2026-04-01,2026-05-01
ITI MF,Power,2.52,2.65,2026-04-01,2026-05-01
ITI MF,Telecom/Media,1.69,1.53,2026-04-01,2026-05-01
JM Fin. MF,Aerospace & Defence,0.48,0.64,2026-04-01,2026-05-01
JM Fin. MF,Auto & Auto Ancillaries,9.83,10.26,2026-04-01,2026-05-01
JM Fin. MF,Banks,15.93,16.42,2026-04-01,2026-05-01
JM Fin. MF,Building materials,3.16,2.81,2026-04-01,2026-05-01
JM Fin. MF,Chemicals,2.14,2.24,2026-04-01,2026-05-01
JM Fin. MF,Co-Working,0.29,0.32,2026-04-01,2026-05-01
JM Fin. MF,Consumer Durables,3.64,3.43,2026-04-01,2026-05-01
JM Fin. MF,Consumer Goods,8.16,8.17,2026-04-01,2026-05-01
JM Fin. MF,Engineering & Capital Goods,5.4,5.82,2026-04-01,2026-05-01
JM Fin. MF,Financial Services,1.66,1.74,2026-04-01,2026-05-01
JM Fin. MF,Financial services/Insurance,9.41,9.27,2026-04-01,2026-05-01
JM Fin. MF,Infra/Real estate,5.71,5.74,2026-04-01,2026-05-01
JM Fin. MF,IT,7.77,7.79,2026-04-01,2026-05-01
JM Fin. MF,Metals & Mining,4.11,3.68,2026-04-01,2026-05-01
JM Fin. MF,Miscellaneous,2.35,3.26,2026-04-01,2026-05-01
JM Fin. MF,Oil/Energy,3.7,3.25,2026-04-01,2026-05-01
JM Fin. MF,Pharma/healthcare,8.58,8.2,2026-04-01,2026-05-01
JM Fin. MF,Plywood Boards/Laminates,0.05,0.04,2026-04-01,2026-05-01
JM Fin. MF,Power,3.6,2.55,2026-04-01,2026-05-01
JM Fin. MF,Quick Service Restaurant,1.76,1.76,2026-04-01,2026-05-01
JM Fin. MF,Real Estate Investment Trusts,0.0,0.18,2026-04-01,2026-05-01
JM Fin. MF,Telecom-Handsets/Mobile,0.3,0.29,2026-04-01,2026-05-01
JM Fin. MF,Telecom/Media,1.97,2.16,2026-04-01,2026-05-01
Kotak Mah.Mutual,Aerospace & Defence,4.51,4.6,2026-04-01,2026-05-01
Kotak Mah.Mutual,Auto & Auto Ancillaries,9.14,9.09,2026-04-01,2026-05-01
Kotak Mah.Mutual,Banks,15.7,15.51,2026-04-01,2026-05-01
Kotak Mah.Mutual,Building materials,4.92,4.76,2026-04-01,2026-05-01
Kotak Mah.Mutual,Chemicals,3.69,3.61,2026-04-01,2026-05-01
Kotak Mah.Mutual,Consumer Durables,2.22,2.2,2026-04-01,2026-05-01
Kotak Mah.Mutual,Consumer Goods,5.4,5.53,2026-04-01,2026-05-01
Kotak Mah.Mutual,Engineering & Capital Goods,3.99,3.93,2026-04-01,2026-05-01
Kotak Mah.Mutual,Financial Services,1.39,1.32,2026-04-01,2026-05-01
Kotak Mah.Mutual,Financial services/Insurance,10.47,10.39,2026-04-01,2026-05-01
Kotak Mah.Mutual,Infra/Real estate,5.62,5.69,2026-04-01,2026-05-01
Kotak Mah.Mutual,IT,9.24,8.9,2026-04-01,2026-05-01
Kotak Mah.Mutual,Metals & Mining,2.78,2.88,2026-04-01,2026-05-01
Kotak Mah.Mutual,Miscellaneous,1.22,1.32,2026-04-01,2026-05-01
Kotak Mah.Mutual,Oil/Energy,3.85,3.72,2026-04-01,2026-05-01
Kotak Mah.Mutual,Pharma/healthcare,8.08,8.77,2026-04-01,2026-05-01
Kotak Mah.Mutual,Plywood Boards/Laminates,0.31,0.29,2026-04-01,2026-05-01
Kotak Mah.Mutual,Power,2.71,2.65,2026-04-01,2026-05-01
Kotak Mah.Mutual,Printing & Stationery,0.05,0.05,2026-04-01,2026-05-01
Kotak Mah.Mutual,Quick Service Restaurant,0.21,0.22,2026-04-01,2026-05-01
Kotak Mah.Mutual,Real Estate Investment Trusts,0.23,0.23,2026-04-01,2026-05-01
Kotak Mah.Mutual,Telecom/Media,4.25,4.35,2026-04-01,2026-05-01
LIC MF,Aerospace & Defence,2.37,2.83,2026-04-01,2026-05-01
LIC MF,Auto & Auto Ancillaries,12.55,11.8,2026-04-01,2026-05-01
LIC MF,Banks,15.56,14.97,2026-04-01,2026-05-01
LIC MF,Building materials,1.85,1.86,2026-04-01,2026-05-01
LIC MF,Chemicals,3.08,3.17,2026-04-01,2026-05-01
LIC MF,Consumer Durables,1.93,1.93,2026-04-01,2026-05-01
LIC MF,Consumer Goods,9.8,9.39,2026-04-01,2026-05-01
LIC MF,Engineering & Capital Goods,7.21,7.75,2026-04-01,2026-05-01
LIC MF,Financial Services,1.47,1.43,2026-04-01,2026-05-01
LIC MF,Financial services/Insurance,7.88,7.5,2026-04-01,2026-05-01
LIC MF,Infra/Real estate,8.19,8.82,2026-04-01,2026-05-01
LIC MF,IT,6.19,5.28,2026-04-01,2026-05-01
LIC MF,Metals & Mining,2.34,3.33,2026-04-01,2026-05-01
LIC MF,Miscellaneous,4.07,4.42,2026-04-01,2026-05-01
LIC MF,Oil/Energy,2.25,1.47,2026-04-01,2026-05-01
LIC MF,Pharma/healthcare,7.38,8.21,2026-04-01,2026-05-01
LIC MF,Plywood Boards/Laminates,0.05,0.04,2026-04-01,2026-05-01
LIC MF,Power,1.81,2.14,2026-04-01,2026-05-01
LIC MF,Quick Service Restaurant,0.45,0.03,2026-04-01,2026-05-01
LIC MF,Telecom/Media,3.54,3.63,2026-04-01,2026-05-01
Mahindra Manulif,Aerospace & Defence,1.38,1.59,2026-04-01,2026-05-01
Mahindra Manulif,Auto & Auto Ancillaries,8.44,8.53,2026-04-01,2026-05-01
Mahindra Manulif,Banks,15.21,15.26,2026-04-01,2026-05-01
Mahindra Manulif,Building materials,5.97,5.8,2026-04-01,2026-05-01
Mahindra Manulif,Chemicals,2.23,2.32,2026-04-01,2026-05-01
Mahindra Manulif,Consumer Durables,1.92,1.84,2026-04-01,2026-05-01
Mahindra Manulif,Consumer Goods,9.12,8.57,2026-04-01,2026-05-01
Mahindra Manulif,Engineering & Capital Goods,6.68,6.35,2026-04-01,2026-05-01
Mahindra Manulif,Financial Services,1.12,0.97,2026-04-01,2026-05-01
Mahindra Manulif,Financial services/Insurance,8.06,8.68,2026-04-01,2026-05-01
Mahindra Manulif,Infra/Real estate,4.98,4.99,2026-04-01,2026-05-01
Mahindra Manulif,IT,6.73,7.72,2026-04-01,2026-05-01
Mahindra Manulif,Metals & Mining,3.35,3.14,2026-04-01,2026-05-01
Mahindra Manulif,Miscellaneous,2.01,2.7,2026-04-01,2026-05-01
Mahindra Manulif,Oil/Energy,3.85,3.47,2026-04-01,2026-05-01
Mahindra Manulif,Pharma/healthcare,10.98,10.45,2026-04-01,2026-05-01
Mahindra Manulif,Plywood Boards/Laminates,0.11,0.13,2026-04-01,2026-05-01
Mahindra Manulif,Power,3.07,2.51,2026-04-01,2026-05-01
Mahindra Manulif,Printing & Stationery,0.4,0.43,2026-04-01,2026-05-01
Mahindra Manulif,Quick Service Restaurant,0.17,0.1,2026-04-01,2026-05-01
Mahindra Manulif,Real Estate Investment Trusts,0.3,0.37,2026-04-01,2026-05-01
Mahindra Manulif,Telecom/Media,3.94,4.08,2026-04-01,2026-05-01
Mirae Asset,Aerospace & Defence,0.55,0.6,2026-04-01,2026-05-01
Mirae Asset,Auto & Auto Ancillaries,8.55,8.78,2026-04-01,2026-05-01
Mirae Asset,Banks,21.2,20.83,2026-04-01,2026-05-01
Mirae Asset,Building materials,2.65,2.6,2026-04-01,2026-05-01
Mirae Asset,Chemicals,2.54,2.41,2026-04-01,2026-05-01
Mirae Asset,Co-Working,0.01,0.0,2026-04-01,2026-05-01
Mirae Asset,Consumer Durables,2.17,2.11,2026-04-01,2026-05-01
Mirae Asset,Consumer Goods,7.45,6.87,2026-04-01,2026-05-01
Mirae Asset,Engineering & Capital Goods,1.56,1.34,2026-04-01,2026-05-01
Mirae Asset,Financial Services,0.9,1.05,2026-04-01,2026-05-01
Mirae Asset,Financial services/Insurance,6.85,7.58,2026-04-01,2026-05-01
Mirae Asset,Infra/Real estate,7.63,7.09,2026-04-01,2026-05-01
Mirae Asset,IT,11.17,11.14,2026-04-01,2026-05-01
Mirae Asset,Metals & Mining,2.27,1.79,2026-04-01,2026-05-01
Mirae Asset,Miscellaneous,1.42,1.45,2026-04-01,2026-05-01
Mirae Asset,Oil/Energy,5.26,5.47,2026-04-01,2026-05-01
Mirae Asset,Pharma/healthcare,10.12,10.56,2026-04-01,2026-05-01
Mirae Asset,Plywood Boards/Laminates,0.57,0.63,2026-04-01,2026-05-01
Mirae Asset,Power,2.75,2.82,2026-04-01,2026-05-01
Mirae Asset,Quick Service Restaurant,0.19,0.24,2026-04-01,2026-05-01
Mirae Asset,Real Estate Investment Trusts,0.01,0.01,2026-04-01,2026-05-01
Mirae Asset,Telecom/Media,4.19,4.61,2026-04-01,2026-05-01
Motilal Oswal MF,Aerospace & Defence,4.61,4.41,2026-04-01,2026-05-01
Motilal Oswal MF,Auto & Auto Ancillaries,6.97,7.2,2026-04-01,2026-05-01
Motilal Oswal MF,Banks,5.96,4.34,2026-04-01,2026-05-01
Motilal Oswal MF,Building materials,3.67,4.55,2026-04-01,2026-05-01
Motilal Oswal MF,Chemicals,1.59,1.66,2026-04-01,2026-05-01
Motilal Oswal MF,Co-Working,0.11,0.11,2026-04-01,2026-05-01
Motilal Oswal MF,Consumer Durables,3.14,3.04,2026-04-01,2026-05-01
Motilal Oswal MF,Consumer Goods,7.56,6.68,2026-04-01,2026-05-01
Motilal Oswal MF,Engineering & Capital Goods,9.69,11.82,2026-04-01,2026-05-01
Motilal Oswal MF,Financial Services,5.85,5.96,2026-04-01,2026-05-01
Motilal Oswal MF,Financial services/Insurance,15.49,15.71,2026-04-01,2026-05-01
Motilal Oswal MF,Infra/Real estate,3.07,2.56,2026-04-01,2026-05-01
Motilal Oswal MF,IT,17.53,18.35,2026-04-01,2026-05-01
Motilal Oswal MF,IT - Hardware,0.02,0.03,2026-04-01,2026-05-01
Motilal Oswal MF,Metals & Mining,0.96,1.4,2026-04-01,2026-05-01
Motilal Oswal MF,Miscellaneous,2.95,3.95,2026-04-01,2026-05-01
Motilal Oswal MF,Oil/Energy,0.55,0.33,2026-04-01,2026-05-01
Motilal Oswal MF,Pharma/healthcare,5.08,5.59,2026-04-01,2026-05-01
Motilal Oswal MF,Plywood Boards/Laminates,0.03,0.03,2026-04-01,2026-05-01
Motilal Oswal MF,Power,0.35,0.36,2026-04-01,2026-05-01
Motilal Oswal MF,Power Infrastructure,0.04,0.04,2026-04-01,2026-05-01
Motilal Oswal MF,Printing & Stationery,0.04,0.03,2026-04-01,2026-05-01
Motilal Oswal MF,Quick Service Restaurant,0.04,0.04,2026-04-01,2026-05-01
Motilal Oswal MF,Telecom/Media,4.71,1.81,2026-04-01,2026-05-01
Navi MF,Aerospace & Defence,0.7,0.69,2026-04-01,2026-05-01
Navi MF,Auto & Auto Ancillaries,11.9,11.51,2026-04-01,2026-05-01
Navi MF,Banks,22.04,21.6,2026-04-01,2026-05-01
Navi MF,Building materials,3.4,3.59,2026-04-01,2026-05-01
Navi MF,Chemicals,2.99,3.17,2026-04-01,2026-05-01
Navi MF,Consumer Durables,0.09,0.08,2026-04-01,2026-05-01
Navi MF,Consumer Goods,6.9,6.78,2026-04-01,2026-05-01
Navi MF,Engineering & Capital Goods,4.22,4.55,2026-04-01,2026-05-01
Navi MF,Financial Services,0.99,1.1,2026-04-01,2026-05-01
Navi MF,Financial services/Insurance,12.16,12.06,2026-04-01,2026-05-01
Navi MF,Infra/Real estate,4.9,4.99,2026-04-01,2026-05-01
Navi MF,IT,8.04,7.74,2026-04-01,2026-05-01
Navi MF,Metals & Mining,3.59,3.92,2026-04-01,2026-05-01
Navi MF,Miscellaneous,2.87,3.01,2026-04-01,2026-05-01
Navi MF,Oil/Energy,4.41,4.09,2026-04-01,2026-05-01
Navi MF,Pharma/healthcare,7.54,7.95,2026-04-01,2026-05-01
Navi MF,Power,0.62,0.58,2026-04-01,2026-05-01
Navi MF,Telecom/Media,2.64,2.56,2026-04-01,2026-05-01
Nippon India MF,Aerospace & Defence,1.43,1.48,2026-04-01,2026-05-01
Nippon India MF,Auto & Auto Ancillaries,7.12,7.46,2026-04-01,2026-05-01
Nippon India MF,Banks,15.56,15.39,2026-04-01,2026-05-01
Nippon India MF,Building materials,2.43,2.5,2026-04-01,2026-05-01
Nippon India MF,Chemicals,2.28,2.19,2026-04-01,2026-05-01
Nippon India MF,Co-Working,0.05,0.05,2026-04-01,2026-05-01
Nippon India MF,Consumer Durables,3.99,3.69,2026-04-01,2026-05-01
Nippon India MF,Consumer Goods,9.7,9.43,2026-04-01,2026-05-01
Nippon India MF,Engineering & Capital Goods,8.19,8.38,2026-04-01,2026-05-01
Nippon India MF,Financial Services,1.75,1.59,2026-04-01,2026-05-01
Nippon India MF,Financial services/Insurance,8.56,8.48,2026-04-01,2026-05-01
Nippon India MF,Infra/Real estate,4.45,4.29,2026-04-01,2026-05-01
Nippon India MF,IT,7.68,8.07,2026-04-01,2026-05-01
Nippon India MF,Metals & Mining,1.59,1.56,2026-04-01,2026-05-01
Nippon India MF,Miscellaneous,4.04,4.03,2026-04-01,2026-05-01
Nippon India MF,Oil/Energy,2.69,2.54,2026-04-01,2026-05-01
Nippon India MF,Pharma/healthcare,10.34,10.73,2026-04-01,2026-05-01
Nippon India MF,Plywood Boards/Laminates,0.17,0.16,2026-04-01,2026-05-01
Nippon India MF,Power,5.54,5.24,2026-04-01,2026-05-01
Nippon India MF,Printing & Stationery,0.05,0.04,2026-04-01,2026-05-01
Nippon India MF,Quick Service Restaurant,0.94,1.06,2026-04-01,2026-05-01
Nippon India MF,Real Estate Investment Trusts,0.13,0.13,2026-04-01,2026-05-01
Nippon India MF,Telecom/Media,1.31,1.52,2026-04-01,2026-05-01
NJ MF,Aerospace & Defence,0.82,0.81,2026-04-01,2026-05-01
NJ MF,Auto & Auto Ancillaries,12.19,12.39,2026-04-01,2026-05-01
NJ MF,Banks,11.35,11.66,2026-04-01,2026-05-01
NJ MF,Building materials,2.44,2.5,2026-04-01,2026-05-01
NJ MF,Chemicals,3.43,3.54,2026-04-01,2026-05-01
NJ MF,Consumer Durables,2.1,2.02,2026-04-01,2026-05-01
NJ MF,Consumer Goods,19.91,18.93,2026-04-01,2026-05-01
NJ MF,Engineering & Capital Goods,0.72,0.99,2026-04-01,2026-05-01
NJ MF,Financial Services,0.08,0.04,2026-04-01,2026-05-01
NJ MF,Financial services/Insurance,9.32,8.72,2026-04-01,2026-05-01
NJ MF,Infra/Real estate,1.71,1.46,2026-04-01,2026-05-01
NJ MF,IT,7.31,6.94,2026-04-01,2026-05-01
NJ MF,Metals & Mining,0.17,0.46,2026-04-01,2026-05-01
NJ MF,Miscellaneous,0.01,0.12,2026-04-01,2026-05-01
NJ MF,Oil/Energy,5.63,5.45,2026-04-01,2026-05-01
NJ MF,Pharma/healthcare,21.77,22.52,2026-04-01,2026-05-01
NJ MF,Power,0.45,0.64,2026-04-01,2026-05-01
NJ MF,Telecom/Media,0.58,0.78,2026-04-01,2026-05-01
Old Bridge MF,Auto & Auto Ancillaries,12.84,14.95,2026-04-01,2026-05-01
Old Bridge MF,Banks,5.24,4.49,2026-04-01,2026-05-01
Old Bridge MF,Chemicals,4.31,4.37,2026-04-01,2026-05-01
Old Bridge MF,Consumer Goods,8.67,7.46,2026-04-01,2026-05-01
Old Bridge MF,Engineering & Capital Goods,0.0,2.44,2026-04-01,2026-05-01
Old Bridge MF,Financial Services,4.09,3.54,2026-04-01,2026-05-01
Old Bridge MF,Financial services/Insurance,7.94,7.36,2026-04-01,2026-05-01
Old Bridge MF,Infra/Real estate,12.15,11.66,2026-04-01,2026-05-01
Old Bridge MF,Metals & Mining,13.75,12.56,2026-04-01,2026-05-01
Old Bridge MF,Miscellaneous,7.62,7.8,2026-04-01,2026-05-01
Old Bridge MF,Pharma/healthcare,16.18,15.42,2026-04-01,2026-05-01
Old Bridge MF,Quick Service Restaurant,1.96,2.32,2026-04-01,2026-05-01
Old Bridge MF,Telecom/Media,5.25,5.64,2026-04-01,2026-05-01
PGIM India MF,Aerospace & Defence,3.07,3.07,2026-04-01,2026-05-01
PGIM India MF,Auto & Auto Ancillaries,9.1,9.26,2026-04-01,2026-05-01
PGIM India MF,Banks,12.8,12.55,2026-04-01,2026-05-01
PGIM India MF,Building materials,4.23,3.79,2026-04-01,2026-05-01
PGIM India MF,Chemicals,3.1,3.01,2026-04-01,2026-05-01
PGIM India MF,Co-Working,0.1,0.09,2026-04-01,2026-05-01
PGIM India MF,Consumer Durables,3.97,3.2,2026-04-01,2026-05-01
PGIM India MF,Consumer Goods,7.52,7.76,2026-04-01,2026-05-01
PGIM India MF,Engineering & Capital Goods,6.76,7.75,2026-04-01,2026-05-01
PGIM India MF,Financial Services,2.14,2.32,2026-04-01,2026-05-01
PGIM India MF,Financial services/Insurance,9.65,9.43,2026-04-01,2026-05-01
PGIM India MF,Infra/Real estate,4.63,4.64,2026-04-01,2026-05-01
PGIM India MF,IT,9.97,9.79,2026-04-01,2026-05-01
PGIM India MF,Metals & Mining,2.09,2.5,2026-04-01,2026-05-01
PGIM India MF,Miscellaneous,2.27,2.29,2026-04-01,2026-05-01
PGIM India MF,Oil/Energy,2.36,2.18,2026-04-01,2026-05-01
PGIM India MF,Pharma/healthcare,11.07,11.42,2026-04-01,2026-05-01
PGIM India MF,Power,1.69,1.6,2026-04-01,2026-05-01
PGIM India MF,Printing & Stationery,0.48,0.43,2026-04-01,2026-05-01
PGIM India MF,Quick Service Restaurant,0.25,0.23,2026-04-01,2026-05-01
PGIM India MF,Real Estate Investment Trusts,0.01,0.01,2026-04-01,2026-05-01
PGIM India MF,Telecom/Media,2.73,2.68,2026-04-01,2026-05-01
PPFAS MF,Aerospace & Defence,0.0,0.05,2026-04-01,2026-05-01
PPFAS MF,Auto & Auto Ancillaries,8.59,8.38,2026-04-01,2026-05-01
PPFAS MF,Banks,26.6,26.64,2026-04-01,2026-05-01
PPFAS MF,Building materials,0.01,0.02,2026-04-01,2026-05-01
PPFAS MF,Consumer Goods,8.68,9.12,2026-04-01,2026-05-01
PPFAS MF,Engineering & Capital Goods,0.08,0.08,2026-04-01,2026-05-01
PPFAS MF,Financial Services,1.24,1.26,2026-04-01,2026-05-01
PPFAS MF,Financial services/Insurance,6.54,6.71,2026-04-01,2026-05-01
PPFAS MF,Infra/Real estate,0.39,0.36,2026-04-01,2026-05-01
PPFAS MF,IT,12.46,12.35,2026-04-01,2026-05-01
PPFAS MF,Metals & Mining,8.18,7.76,2026-04-01,2026-05-01
PPFAS MF,Miscellaneous,1.15,1.09,2026-04-01,2026-05-01
PPFAS MF,Oil/Energy,1.06,1.85,2026-04-01,2026-05-01
PPFAS MF,Pharma/healthcare,5.6,5.98,2026-04-01,2026-05-01
PPFAS MF,Power,9.47,8.61,2026-04-01,2026-05-01
PPFAS MF,Real Estate Investment Trusts,6.05,6.0,2026-04-01,2026-05-01
PPFAS MF,Telecom/Media,3.9,3.73,2026-04-01,2026-05-01
Quant Mutual,Aerospace & Defence,0.54,0.4,2026-04-01,2026-05-01
Quant Mutual,Auto & Auto Ancillaries,3.96,4.77,2026-04-01,2026-05-01
Quant Mutual,Banks,10.94,8.84,2026-04-01,2026-05-01
Quant Mutual,Building materials,0.21,0.18,2026-04-01,2026-05-01
Quant Mutual,Chemicals,1.72,1.53,2026-04-01,2026-05-01
Quant Mutual,Consumer Durables,1.53,1.65,2026-04-01,2026-05-01
Quant Mutual,Consumer Goods,6.27,5.41,2026-04-01,2026-05-01
Quant Mutual,Engineering & Capital Goods,3.22,3.66,2026-04-01,2026-05-01
Quant Mutual,Financial services/Insurance,12.51,10.89,2026-04-01,2026-05-01
Quant Mutual,Infra/Real estate,7.17,6.74,2026-04-01,2026-05-01
Quant Mutual,IT,3.21,3.61,2026-04-01,2026-05-01
Quant Mutual,Metals & Mining,3.27,2.73,2026-04-01,2026-05-01
Quant Mutual,Miscellaneous,8.48,9.71,2026-04-01,2026-05-01
Quant Mutual,Oil/Energy,8.22,7.34,2026-04-01,2026-05-01
Quant Mutual,Pharma/healthcare,12.21,11.67,2026-04-01,2026-05-01
Quant Mutual,Power,12.02,13.33,2026-04-01,2026-05-01
Quant Mutual,Real Estate Investment Trusts,0.04,0.11,2026-04-01,2026-05-01
Quant Mutual,Telecom/Media,4.49,7.42,2026-04-01,2026-05-01
Quantum Mutual,Auto & Auto Ancillaries,10.07,10.26,2026-04-01,2026-05-01
Quantum Mutual,Banks,25.67,24.88,2026-04-01,2026-05-01
Quantum Mutual,Building materials,2.91,3.44,2026-04-01,2026-05-01
Quantum Mutual,Chemicals,0.71,0.7,2026-04-01,2026-05-01
Quantum Mutual,Consumer Durables,4.64,4.73,2026-04-01,2026-05-01
Quantum Mutual,Consumer Goods,0.71,0.74,2026-04-01,2026-05-01
Quantum Mutual,Engineering & Capital Goods,0.8,0.89,2026-04-01,2026-05-01
Quantum Mutual,Financial Services,0.42,0.43,2026-04-01,2026-05-01
Quantum Mutual,Financial services/Insurance,15.96,16.31,2026-04-01,2026-05-01
Quantum Mutual,Infra/Real estate,5.82,5.44,2026-04-01,2026-05-01
Quantum Mutual,IT,15.16,14.69,2026-04-01,2026-05-01
Quantum Mutual,Metals & Mining,0.66,0.44,2026-04-01,2026-05-01
Quantum Mutual,Miscellaneous,3.75,3.92,2026-04-01,2026-05-01
Quantum Mutual,Oil/Energy,3.81,3.98,2026-04-01,2026-05-01
Quantum Mutual,Pharma/healthcare,5.84,6.24,2026-04-01,2026-05-01
Quantum Mutual,Power,0.04,0.04,2026-04-01,2026-05-01
Quantum Mutual,Telecom/Media,3.03,2.89,2026-04-01,2026-05-01
Samco MF,Aerospace & Defence,3.41,4.45,2026-04-01,2026-05-01
Samco MF,Auto & Auto Ancillaries,11.48,10.2,2026-04-01,2026-05-01
Samco MF,Banks,17.51,15.79,2026-04-01,2026-05-01
Samco MF,Building materials,5.08,7.42,2026-04-01,2026-05-01
Samco MF,Chemicals,1.15,1.09,2026-04-01,2026-05-01
Samco MF,Consumer Durables,0.22,0.31,2026-04-01,2026-05-01
Samco MF,Consumer Goods,7.22,5.89,2026-04-01,2026-05-01
Samco MF,Engineering & Capital Goods,11.56,13.6,2026-04-01,2026-05-01
Samco MF,Financial Services,1.78,1.74,2026-04-01,2026-05-01
Samco MF,Financial services/Insurance,13.23,13.35,2026-04-01,2026-05-01
Samco MF,Infra/Real estate,3.37,2.81,2026-04-01,2026-05-01
Samco MF,IT,0.77,0.21,2026-04-01,2026-05-01
Samco MF,IT - Hardware,0.05,0.07,2026-04-01,2026-05-01
Samco MF,Metals & Mining,11.2,10.3,2026-04-01,2026-05-01
Samco MF,Miscellaneous,1.13,1.12,2026-04-01,2026-05-01
Samco MF,Oil/Energy,2.56,1.45,2026-04-01,2026-05-01
Samco MF,Pharma/healthcare,6.09,7.87,2026-04-01,2026-05-01
Samco MF,Power,1.92,1.98,2026-04-01,2026-05-01
Samco MF,Telecom/Media,0.28,0.35,2026-04-01,2026-05-01
SBI Mutual Fund,Aerospace & Defence,1.21,1.36,2026-04-01,2026-05-01
SBI Mutual Fund,Auto & Auto Ancillaries,9.43,9.32,2026-04-01,2026-05-01
SBI Mutual Fund,Banks,19.22,18.23,2026-04-01,2026-05-01
SBI Mutual Fund,Building materials,4.92,5.13,2026-04-01,2026-05-01
SBI Mutual Fund,Chemicals,1.9,1.97,2026-04-01,2026-05-01
SBI Mutual Fund,Consumer Durables,0.69,0.64,2026-04-01,2026-05-01
SBI Mutual Fund,Consumer Goods,7.92,7.66,2026-04-01,2026-05-01
SBI Mutual Fund,Engineering & Capital Goods,3.54,3.67,2026-04-01,2026-05-01
SBI Mutual Fund,Financial Services,0.21,0.19,2026-04-01,2026-05-01
SBI Mutual Fund,Financial services/Insurance,8.54,8.98,2026-04-01,2026-05-01
SBI Mutual Fund,Infra/Real estate,5.17,5.32,2026-04-01,2026-05-01
SBI Mutual Fund,IT,7.07,6.73,2026-04-01,2026-05-01
SBI Mutual Fund,Metals & Mining,3.84,3.57,2026-04-01,2026-05-01
SBI Mutual Fund,Miscellaneous,1.67,2.0,2026-04-01,2026-05-01
SBI Mutual Fund,Oil/Energy,6.6,6.3,2026-04-01,2026-05-01
SBI Mutual Fund,Pharma/healthcare,7.09,7.7,2026-04-01,2026-05-01
SBI Mutual Fund,Plywood Boards/Laminates,0.01,0.01,2026-04-01,2026-05-01
SBI Mutual Fund,Power,6.36,6.58,2026-04-01,2026-05-01
SBI Mutual Fund,Printing & Stationery,0.18,0.17,2026-04-01,2026-05-01
SBI Mutual Fund,Quick Service Restaurant,0.83,0.75,2026-04-01,2026-05-01
SBI Mutual Fund,Real Estate Investment Trusts,0.61,0.59,2026-04-01,2026-05-01
SBI Mutual Fund,Telecom/Media,3.0,3.12,2026-04-01,2026-05-01
SBI Mutual Fund,Unspecified Sector,0.0,0.0,2026-04-01,2026-05-01
Shriram MF,Aerospace & Defence,1.81,1.71,2026-04-01,2026-05-01
Shriram MF,Auto & Auto Ancillaries,7.59,7.48,2026-04-01,2026-05-01
Shriram MF,Banks,23.62,22.91,2026-04-01,2026-05-01
Shriram MF,Building materials,1.65,1.91,2026-04-01,2026-05-01
