abs_val,cagr_val,date_range,start_date,end_date
71.04,11.33,Sep-10 - Aug-15,2010-09-01,2015-08-31
61.65,10.08,Oct-10 - Sep-15,2010-10-01,2015-09-30
64.15,10.42,Nov-10 - Oct-15,2010-11-01,2015-10-31
64.44,10.46,Dec-10 - Nov-15,2010-12-01,2015-11-30
59.1,9.73,Jan-11 - Dec-15,2011-01-01,2015-12-31
61.54,10.07,Feb-11 - Jan-16,2011-02-01,2016-01-31
52.62,8.82,Mar-11 - Feb-16,2011-03-01,2016-02-29
57.28,9.48,Apr-11 - Mar-16,2011-04-01,2016-03-31
58.36,9.63,May-11 - Apr-16,2011-05-01,2016-04-30
66.38,10.72,Jun-11 - May-16,2011-06-01,2016-05-31
65.34,10.58,Jul-11 - Jun-16,2011-07-01,2016-06-30
76.38,12.02,Aug-11 - Jul-16,2011-08-01,2016-07-31
92.92,14.05,Sep-11 - Aug-16,2011-09-01,2016-08-31
92.46,13.99,Oct-11 - Sep-16,2011-10-01,2016-09-30
86.69,13.3,Nov-11 - Oct-16,2011-11-01,2016-10-31
83.78,12.94,Dec-11 - Nov-16,2011-12-01,2016-11-30
85.81,13.19,Jan-12 - Dec-16,2012-01-01,2016-12-31
81.98,12.72,Feb-12 - Jan-17,2012-02-01,2017-01-31
81.04,12.6,Mar-12 - Feb-17,2012-02-29,2017-02-28
87.42,13.39,Apr-12 - Mar-17,2012-04-01,2017-03-31
95.14,14.31,May-12 - Apr-17,2012-05-01,2017-04-30
109.36,15.93,Jun-12 - May-17,2012-06-01,2017-05-31
93.16,14.07,Jul-12 - Jun-17,2012-07-01,2017-06-30
102.89,15.2,Aug-12 - Jul-17,2012-08-01,2017-07-31
103.85,15.31,Sep-12 - Aug-17,2012-09-01,2017-08-31
87.0,13.34,Oct-12 - Sep-17,2012-10-01,2017-09-30
94.9,14.28,Nov-12 - Oct-17,2012-11-01,2017-10-31
86.64,13.29,Dec-12 - Nov-17,2012-12-01,2017-11-30
90.12,13.71,Jan-13 - Dec-17,2013-01-01,2017-12-31
93.05,14.06,Feb-13 - Jan-18,2013-02-01,2018-01-31
98.77,14.73,Mar-13 - Feb-18,2013-03-01,2018-02-28
93.41,14.1,Apr-13 - Mar-18,2013-04-01,2018-03-31
95.54,14.35,May-13 - Apr-18,2013-05-01,2018-04-30
94.56,14.24,Jun-13 - May-18,2013-06-01,2018-05-31
99.05,14.76,Jul-13 - Jun-18,2013-07-01,2018-06-30
110.59,16.06,Aug-13 - Jul-18,2013-08-01,2018-07-31
123.71,17.47,Sep-13 - Aug-18,2013-09-01,2018-08-31
100.09,14.88,Oct-13 - Sep-18,2013-10-01,2018-09-30
77.45,12.15,Nov-13 - Oct-18,2013-11-01,2018-10-31
90.24,13.73,Dec-13 - Nov-18,2013-12-01,2018-11-30
87.16,13.36,Jan-14 - Dec-18,2014-01-01,2018-12-31
94.77,14.26,Feb-14 - Jan-19,2014-02-01,2019-01-31
