abs_val,cagr_val,date_range,start_date,end_date
113.26,28.72,Nov-96 - Oct-99,1996-11-01,1999-10-31
132.02,32.39,Dec-96 - Nov-99,1996-12-01,1999-11-30
151.91,36.07,Jan-97 - Dec-99,1997-01-01,1999-12-31
162.21,37.9,Feb-97 - Jan-00,1997-02-01,2000-01-31
173.8,39.9,Mar-97 - Feb-00,1997-03-01,2000-02-29
157.16,37.0,Apr-97 - Mar-00,1997-04-01,2000-03-31
76.33,20.81,May-97 - Apr-00,1997-05-01,2000-04-30
74.51,20.39,Jun-97 - May-00,1997-06-01,2000-05-31
66.23,18.46,Jul-97 - Jun-00,1997-07-01,2000-06-30
46.26,13.51,Aug-97 - Jul-00,1997-08-01,2000-07-31
62.94,17.67,Sep-97 - Aug-00,1997-09-01,2000-08-31
37.41,11.18,Oct-97 - Sep-00,1997-10-01,2000-09-30
34.23,10.31,Nov-97 - Oct-00,1997-11-01,2000-10-31
52.17,15.02,Dec-97 - Nov-00,1997-12-01,2000-11-30
54.17,15.52,Jan-98 - Dec-00,1998-01-01,2000-12-31
77.71,21.13,Feb-98 - Jan-01,1998-02-01,2001-01-31
58.92,16.7,Mar-98 - Feb-01,1998-03-01,2001-02-28
28.64,8.76,Apr-98 - Mar-01,1998-04-01,2001-03-31
18.16,5.72,May-98 - Apr-01,1998-05-01,2001-04-30
23.71,7.35,Jun-98 - May-01,1998-06-01,2001-05-31
31.42,9.54,Jul-98 - Jun-01,1998-07-01,2001-06-30
21.74,6.78,Aug-98 - Jul-01,1998-08-01,2001-07-31
25.31,7.81,Sep-98 - Aug-01,1998-09-01,2001-08-31
7.18,2.34,Oct-98 - Sep-01,1998-10-01,2001-09-30
21.58,6.73,Nov-98 - Oct-01,1998-11-01,2001-10-31
33.24,10.04,Dec-98 - Nov-01,1998-12-01,2001-11-30
24.03,7.44,Jan-99 - Dec-01,1999-01-01,2001-12-31
15.66,4.97,Feb-99 - Jan-02,1999-02-01,2002-01-31
27.86,8.54,Mar-99 - Feb-02,1999-03-01,2002-02-28
11.14,3.58,Apr-99 - Mar-02,1999-04-01,2002-03-31
24.45,7.56,May-99 - Apr-02,1999-05-01,2002-04-30
8.32,2.7,Jun-99 - May-02,1999-06-01,2002-05-31
12.08,3.87,Jul-99 - Jun-02,1999-07-01,2002-06-30
-7.25,-2.48,Aug-99 - Jul-02,1999-08-01,2002-07-31
-11.95,-4.15,Sep-99 - Aug-02,1999-09-01,2002-08-31
-21.81,-7.87,Oct-99 - Sep-02,1999-10-01,2002-09-30
-11.3,-3.92,Nov-99 - Oct-02,1999-11-01,2002-10-31
-10.81,-3.74,Dec-99 - Nov-02,1999-12-01,2002-11-30
-15.51,-5.46,Jan-00 - Dec-02,2000-01-01,2002-12-31
-20.88,-7.51,Feb-00 - Jan-03,2000-02-01,2003-01-31
-25.27,-9.25,Mar-00 - Feb-03,2000-02-29,2003-02-28
-22.92,-8.31,Apr-00 - Mar-03,2000-04-01,2003-03-31
7.59,2.47,May-00 - Apr-03,2000-05-01,2003-04-30
32.15,9.74,Jun-00 - May-03,2000-06-01,2003-05-31
37.64,11.24,Jul-00 - Jun-03,2000-07-01,2003-06-30
56.49,16.1,Aug-00 - Jul-03,2000-08-01,2003-07-31
76.49,20.85,Sep-00 - Aug-03,2000-09-01,2003-08-31
110.64,28.19,Oct-00 - Sep-03,2000-10-01,2003-09-30
145.21,34.85,Nov-00 - Oct-03,2000-11-01,2003-10-31
132.2,32.42,Dec-00 - Nov-03,2000-12-01,2003-11-30
165.78,38.52,Jan-01 - Dec-03,2001-01-01,2003-12-31
151.82,36.05,Feb-01 - Jan-04,2001-02-01,2004-01-31
147.98,35.35,Mar-01 - Feb-04,2001-03-01,2004-02-29
190.44,42.68,Apr-01 - Mar-04,2001-04-01,2004-03-31
198.76,44.03,May-01 - Apr-04,2001-05-01,2004-04-30
140.95,34.06,Jun-01 - May-04,2001-06-01,2004-05-31
164.42,38.28,Jul-01 - Jun-04,2001-07-01,2004-06-30
191.61,42.87,Aug-01 - Jul-04,2001-08-01,2004-07-31
201.58,44.48,Sep-01 - Aug-04,2001-09-01,2004-08-31
259.79,53.23,Oct-01 - Sep-04,2001-10-01,2004-09-30
240.49,50.44,Nov-01 - Oct-04,2001-11-01,2004-10-31
242.45,50.73,Dec-01 - Nov-04,2001-12-01,2004-11-30
277.14,55.66,Jan-02 - Dec-04,2002-01-01,2004-12-31
248.91,51.67,Feb-02 - Jan-05,2002-02-01,2005-01-31
234.86,49.61,Mar-02 - Feb-05,2002-03-01,2005-02-28
221.69,47.62,Apr-02 - Mar-05,2002-04-01,2005-03-31
199.71,44.18,May-02 - Apr-05,2002-05-01,2005-04-30
