abs_val,cagr_val,date_range,start_date,end_date
52.87,8.86,Jun-17 - May-22,2017-06-01,2022-05-31
48.48,8.23,Jul-17 - Jun-22,2017-07-01,2022-06-30
56.2,9.33,Aug-17 - Jul-22,2017-08-01,2022-07-31
63.23,10.3,Sep-17 - Aug-22,2017-09-01,2022-08-31
57.14,9.46,Oct-17 - Sep-22,2017-10-01,2022-09-30
59.51,9.79,Nov-17 - Oct-22,2017-11-01,2022-10-31
66.6,10.75,Dec-17 - Nov-22,2017-12-01,2022-11-30
56.61,9.39,Jan-18 - Dec-22,2018-01-01,2022-12-31
50.09,8.46,Feb-18 - Jan-23,2018-02-01,2023-01-31
52.38,8.79,Mar-18 - Feb-23,2018-03-01,2023-02-28
57.56,9.52,Apr-18 - Mar-23,2018-04-01,2023-03-31
53.43,8.94,May-18 - Apr-23,2018-05-01,2023-04-30
62.71,10.23,Jun-18 - May-23,2018-06-01,2023-05-31
72.82,11.56,Jul-18 - Jun-23,2018-07-01,2023-06-30
70.33,11.24,Aug-18 - Jul-23,2018-08-01,2023-07-31
64.98,10.53,Sep-18 - Aug-23,2018-09-01,2023-08-31
80.56,12.54,Oct-18 - Sep-23,2018-10-01,2023-09-30
84.36,13.01,Nov-18 - Oct-23,2018-11-01,2023-10-31
87.48,13.39,Dec-18 - Nov-23,2018-12-01,2023-11-30
101.68,15.06,Jan-19 - Dec-23,2019-01-01,2023-12-31
104.74,15.41,Feb-19 - Jan-24,2019-02-01,2024-01-31
112.03,16.22,Mar-19 - Feb-24,2019-03-01,2024-02-29
101.3,15.02,Apr-19 - Mar-24,2019-04-01,2024-03-31
102.93,15.2,May-19 - Apr-24,2019-05-01,2024-04-30
100.36,14.91,Jun-19 - May-24,2019-06-01,2024-05-31
113.19,16.35,Jul-19 - Jun-24,2019-07-01,2024-06-30
128.85,18.01,Aug-19 - Jul-24,2019-08-01,2024-07-31
132.59,18.39,Sep-19 - Aug-24,2019-09-01,2024-08-31
127.06,17.82,Oct-19 - Sep-24,2019-10-01,2024-09-30
106.44,15.6,Nov-19 - Oct-24,2019-11-01,2024-10-31
105.15,15.46,Dec-19 - Nov-24,2019-12-01,2024-11-30
102.29,15.13,Jan-20 - Dec-24,2020-01-01,2024-12-31
96.96,14.52,Feb-20 - Jan-25,2020-02-01,2025-01-31
95.19,14.31,Mar-20 - Feb-25,2020-02-29,2025-02-28
168.16,21.81,Apr-20 - Mar-25,2020-04-01,2025-03-31
139.79,19.11,May-20 - Apr-25,2020-05-01,2025-04-30
151.85,20.29,Jun-20 - May-25,2020-06-01,2025-05-31
143.93,19.52,Jul-20 - Jun-25,2020-07-01,2025-06-30
122.14,17.31,Aug-20 - Jul-25,2020-08-01,2025-07-31
114.06,16.44,Sep-20 - Aug-25,2020-09-01,2025-08-31
119.39,17.02,Oct-20 - Sep-25,2020-10-01,2025-09-30
119.89,17.07,Nov-20 - Oct-25,2020-11-01,2025-10-31
100.66,14.95,Dec-20 - Nov-25,2020-12-01,2025-11-30
83.23,12.88,Jan-21 - Dec-25,2021-01-01,2025-12-31
82.77,12.82,Feb-21 - Jan-26,2021-02-01,2026-01-31
73.9,11.7,Mar-21 - Feb-26,2021-03-01,2026-02-28
53.3,8.92,Apr-21 - Mar-26,2021-04-01,2026-03-31
67.13,10.82,May-21 - Apr-26,2021-05-01,2026-04-30
55.59,9.24,Jun-21 - May-26,2021-06-01,2026-05-31
55.0,9.16,Jul-21 - Jun-26,2021-07-01,2026-06-30
55.1,9.17,Aug-21 - Jul-26,2021-08-01,2026-07-31
44.23,7.6,Sep-21 - Aug-26,2021-09-01,2026-08-31
