abs_val,cagr_val,date_range,start_date,end_date
56.63,16.13,Mar-12 - Feb-15,2012-02-29,2015-02-28
58.31,16.55,Apr-12 - Mar-15,2012-04-01,2015-03-31
51.65,14.89,May-12 - Apr-15,2012-05-01,2015-04-30
64.13,17.96,Jun-12 - May-15,2012-06-01,2015-05-31
51.0,14.73,Jul-12 - Jun-15,2012-07-01,2015-06-30
64.54,18.06,Aug-12 - Jul-15,2012-08-01,2015-07-31
57.01,16.23,Sep-12 - Aug-15,2012-09-01,2015-08-31
44.83,13.14,Oct-12 - Sep-15,2012-10-01,2015-09-30
46.2,13.5,Nov-12 - Oct-15,2012-11-01,2015-10-31
37.46,11.19,Dec-12 - Nov-15,2012-12-01,2015-11-30
38.14,11.37,Jan-13 - Dec-15,2013-01-01,2015-12-31
27.49,8.43,Feb-13 - Jan-16,2013-02-01,2016-01-31
23.09,7.17,Mar-13 - Feb-16,2013-03-01,2016-02-29
38.52,11.47,Apr-13 - Mar-16,2013-04-01,2016-03-31
36.92,11.04,May-13 - Apr-16,2013-05-01,2016-04-30
39.33,11.69,Jun-13 - May-16,2013-06-01,2016-05-31
44.37,13.02,Jul-13 - Jun-16,2013-07-01,2016-06-30
54.39,15.58,Aug-13 - Jul-16,2013-08-01,2016-07-31
68.83,19.07,Sep-13 - Aug-16,2013-09-01,2016-08-31
60.53,17.09,Oct-13 - Sep-16,2013-10-01,2016-09-30
50.86,14.69,Nov-13 - Oct-16,2013-11-01,2016-10-31
42.98,12.66,Dec-13 - Nov-16,2013-12-01,2016-11-30
38.77,11.54,Jan-14 - Dec-16,2014-01-01,2016-12-31
51.69,14.9,Feb-14 - Jan-17,2014-02-01,2017-01-31
52.41,15.08,Mar-14 - Feb-17,2014-03-01,2017-02-28
50.39,14.57,Apr-14 - Mar-17,2014-04-01,2017-03-31
56.82,16.18,May-14 - Apr-17,2014-05-01,2017-04-30
50.94,14.71,Jun-14 - May-17,2014-06-01,2017-05-31
40.09,11.89,Jul-14 - Jun-17,2014-07-01,2017-06-30
47.34,13.79,Aug-14 - Jul-17,2014-08-01,2017-07-31
41.86,12.36,Sep-14 - Aug-17,2014-09-01,2017-08-31
40.06,11.88,Oct-14 - Sep-17,2014-10-01,2017-09-30
42.31,12.48,Nov-14 - Oct-17,2014-11-01,2017-10-31
36.89,11.04,Dec-14 - Nov-17,2014-12-01,2017-11-30
43.77,12.86,Jan-15 - Dec-17,2015-01-01,2017-12-31
