abs_val,cagr_val,date_range,start_date,end_date
8.27,1.6,Jan-94 - Dec-98,1994-01-01,1998-12-31
16.07,3.02,Feb-94 - Jan-99,1994-02-01,1999-01-31
8.5,1.64,Mar-94 - Feb-99,1994-03-01,1999-02-28
12.08,2.31,Apr-94 - Mar-99,1994-04-01,1999-03-31
-8.1,-1.68,May-94 - Apr-99,1994-05-01,1999-04-30
-0.4,-0.08,Jun-94 - May-99,1994-06-01,1999-05-31
-7.06,-1.45,Jul-94 - Jun-99,1994-07-01,1999-06-30
-5.1,-1.04,Aug-94 - Jul-99,1994-08-01,1999-07-31
0.66,0.13,Sep-94 - Aug-99,1994-09-01,1999-08-31
13.03,2.48,Oct-94 - Sep-99,1994-10-01,1999-09-30
1.69,0.34,Nov-94 - Oct-99,1994-11-01,1999-10-31
13.09,2.49,Dec-94 - Nov-99,1994-12-01,1999-11-30
40.67,7.06,Jan-95 - Dec-99,1995-01-01,1999-12-31
45.64,7.81,Feb-95 - Jan-00,1995-02-01,2000-01-31
63.09,10.28,Mar-95 - Feb-00,1995-03-01,2000-02-29
-24.14,-5.37,Apr-95 - Mar-00,1995-04-01,2000-03-31
-29.73,-6.81,May-95 - Apr-00,1995-05-01,2000-04-30
-32.48,-7.55,Jun-95 - May-00,1995-06-01,2000-05-31
-25.93,-5.83,Jul-95 - Jun-00,1995-07-01,2000-06-30
-33.29,-7.78,Aug-95 - Jul-00,1995-08-01,2000-07-31
-25.45,-5.7,Sep-95 - Aug-00,1995-09-01,2000-08-31
-32.97,-7.69,Oct-95 - Sep-00,1995-10-01,2000-09-30
-33.5,-7.84,Nov-95 - Oct-00,1995-11-01,2000-10-31
61.75,10.1,Dec-95 - Nov-00,1995-12-01,2000-11-30
58.73,9.68,Jan-96 - Dec-00,1996-01-01,2000-12-31
82.73,12.81,Feb-96 - Jan-01,1996-02-01,2001-01-31
61.71,10.09,Mar-96 - Feb-01,1996-02-29,2001-02-28
47.38,8.07,Apr-96 - Mar-01,1996-04-01,2001-03-31
39.02,6.81,May-96 - Apr-01,1996-05-01,2001-04-30
