abs_val,cagr_val,date_range,start_date,end_date
134.82,32.92,Jun-98 - May-01,1998-06-01,2001-05-31
131.7,32.32,Jul-98 - Jun-01,1998-07-01,2001-06-30
106.91,27.43,Aug-98 - Jul-01,1998-08-01,2001-07-31
105.89,27.22,Sep-98 - Aug-01,1998-09-01,2001-08-31
70.5,19.47,Oct-98 - Sep-01,1998-10-01,2001-09-30
93.2,24.55,Nov-98 - Oct-01,1998-11-01,2001-10-31
113.07,28.68,Dec-98 - Nov-01,1998-12-01,2001-11-30
88.95,23.63,Jan-99 - Dec-01,1999-01-01,2001-12-31
70.43,19.45,Feb-99 - Jan-02,1999-02-01,2002-01-31
82.81,22.27,Mar-99 - Feb-02,1999-03-01,2002-02-28
47.63,13.86,Apr-99 - Mar-02,1999-04-01,2002-03-31
66.79,18.59,May-99 - Apr-02,1999-05-01,2002-04-30
43.87,12.89,Jun-99 - May-02,1999-06-01,2002-05-31
45.44,13.3,Jul-99 - Jun-02,1999-07-01,2002-06-30
21.29,6.64,Aug-99 - Jul-02,1999-08-01,2002-07-31
11.51,3.7,Sep-99 - Aug-02,1999-09-01,2002-08-31
-6.74,-2.3,Oct-99 - Sep-02,1999-10-01,2002-09-30
-5.65,-1.92,Nov-99 - Oct-02,1999-11-01,2002-10-31
-12.12,-4.22,Dec-99 - Nov-02,1999-12-01,2002-11-30
-24.33,-8.87,Jan-00 - Dec-02,2000-01-01,2002-12-31
-33.63,-12.77,Feb-00 - Jan-03,2000-02-01,2003-01-31
-38.16,-14.8,Mar-00 - Feb-03,2000-02-29,2003-02-28
-38.74,-15.07,Apr-00 - Mar-03,2000-04-01,2003-03-31
-22.92,-8.31,May-00 - Apr-03,2000-05-01,2003-04-30
-6.26,-2.13,Jun-00 - May-03,2000-06-01,2003-05-31
-2.77,-0.93,Jul-00 - Jun-03,2000-07-01,2003-06-30
2.31,0.77,Aug-00 - Jul-03,2000-08-01,2003-07-31
9.61,3.1,Sep-00 - Aug-03,2000-09-01,2003-08-31
27.12,8.33,Oct-00 - Sep-03,2000-10-01,2003-09-30
54.32,15.56,Nov-00 - Oct-03,2000-11-01,2003-10-31
61.3,17.28,Dec-00 - Nov-03,2000-12-01,2003-11-30
94.96,24.93,Jan-01 - Dec-03,2001-01-01,2003-12-31
77.81,21.15,Feb-01 - Jan-04,2001-02-01,2004-01-31
95.95,25.14,Mar-01 - Feb-04,2001-03-01,2004-02-29
131.11,32.21,Apr-01 - Mar-04,2001-04-01,2004-03-31
137.16,33.36,May-01 - Apr-04,2001-05-01,2004-04-30
87.27,23.26,Jun-01 - May-04,2001-06-01,2004-05-31
106.25,27.29,Jul-01 - Jun-04,2001-07-01,2004-06-30
127.41,31.5,Aug-01 - Jul-04,2001-08-01,2004-07-31
148.8,35.5,Sep-01 - Aug-04,2001-09-01,2004-08-31
211.87,46.1,Oct-01 - Sep-04,2001-10-01,2004-09-30
190.96,42.76,Nov-01 - Oct-04,2001-11-01,2004-10-31
200.11,44.24,Dec-01 - Nov-04,2001-12-01,2004-11-30
230.98,49.03,Jan-02 - Dec-04,2002-01-01,2004-12-31
213.86,46.41,Feb-02 - Jan-05,2002-02-01,2005-01-31
209.13,45.67,Mar-02 - Feb-05,2002-03-01,2005-02-28
200.65,44.33,Apr-02 - Mar-05,2002-04-01,2005-03-31
197.74,43.86,May-02 - Apr-05,2002-05-01,2005-04-30
241.18,50.54,Jun-02 - May-05,2002-06-01,2005-05-31
223.93,47.96,Jul-02 - Jun-05,2002-07-01,2005-06-30
276.82,55.61,Aug-02 - Jul-05,2002-08-01,2005-07-31
299.89,58.72,Sep-02 - Aug-05,2002-09-01,2005-08-31
365.36,66.95,Oct-02 - Sep-05,2002-10-01,2005-09-30
328.61,62.44,Nov-02 - Oct-05,2002-11-01,2005-10-31
344.35,64.4,Dec-02 - Nov-05,2002-12-01,2005-11-30
349.1,64.99,Jan-03 - Dec-05,2003-01-01,2005-12-31
419.61,73.2,Feb-03 - Jan-06,2003-02-01,2006-01-31
